product_name,price,manufacture_date,entry_date,expiry_date,stock,type,imgList,species,dosage_use,side_effect
Bravecto Beef-flavored chewable tablets kill 100% of ticks in 12 hours for dogs 2-4.5kg,359987,2024-11-23,2025-05-10,2028-08-22,158,accessory,"['https://salt.tikicdn.com/ts/product/38/0f/91/25530901c7957633819260ad6db6d06b.png', 'https://salt.tikicdn.com/ts/product/05/30/76/a80305cc56bd26733024b854a7ccf6c7.jpg']",rabbit,Mix 5 ml with food once daily.,Occasional sneezing or nasal irritation.
Nexgard chewable tablets to treat fleas and ticks for dogs (1 tablet) - 10-25kg,-17099,2022-01-05,2024-08-12,2026-02-02,192,accessory,['https://salt.tikicdn.com/media/catalog/product/b/i/bio-gentadrop-10ml--2-.u2409.d20171024.t161026.251711.jpg'],dog,Spray directly onto the surface and let dry.,Minor skin peeling after prolonged use.
Bravecto Beef-flavored chewable tablets kill 100% of ticks in 12 hours for dogs 2-4.5kg,-35663,2024-11-04,2024-03-04,2028-09-21,203,accessory,"['https://salt.tikicdn.com/ts/product/0a/8f/a5/a668cb217d855f81592e27e86479d4fa.jpg', 'https://salt.tikicdn.com/ts/product/60/f2/6d/477f003c6324308a9157abf939ae66e7.jpg', 'https://salt.tikicdn.com/ts/product/c1/64/23/ac284c794f385dcc9974e909b6bd9811.png']",bird,Massage into skin until fully absorbed.,Rare cases of mild headache have been noted.
FRONIL SPOT prevents and treats ticks and fleas on dogs (1 box x 5 ampoules),-33118,2022-09-03,2024-05-13,2026-03-12,144,accessory,"['https://salt.tikicdn.com/ts/product/a5/dd/76/d6151ac2dcbf8ec80e5d99534629828e.jpg', 'https://salt.tikicdn.com/ts/product/63/8b/f8/c1e2dada9c35cefadf84d6f549f1d647.jpg', 'https://salt.tikicdn.com/ts/product/3b/10/0e/2ab1864b4d2eda9ef0f73851ec9ed384.jpg']",bird,Use as directed by your veterinarian.,Mild itching at the application site.
"Vemedim Micona Spray Folliculitis, Dermatitis, Ringworm Spray for Dogs and Cats - 100ml Bottle",47806,2022-08-28,2024-07-27,2028-07-05,131,accessory,"['https://salt.tikicdn.com/ts/product/c6/f5/fa/b63e27f668314e8d441a01ad41b356d9.png', 'https://salt.tikicdn.com/ts/product/71/fc/c0/58a80f9d6538042b9d3e6e8dc2b6d256.png', 'https://salt.tikicdn.com/ts/product/6c/e7/c0/e987fed2ac666d8b2410e3cd5cda622d.jpg']",cate,Add one scoop to drinking water daily.,Occasional sneezing or nasal irritation.
Bio Rantel Dewormer Tablets for Dogs and Cats,19569,2022-01-11,2024-06-14,2027-10-18,56,accessory,"['https://salt.tikicdn.com/ts/product/55/c6/5f/06f3c3e70f6cf8d762d9d6c8168f67d7.jpg', 'https://salt.tikicdn.com/ts/product/4b/c1/0d/d730547e6b23f618ea76efda146cdaee.jpg', 'https://salt.tikicdn.com/ts/product/75/89/c2/dc940a59d947ada8320ec2f9589b081a.jpg']",dog,"Apply externally only, avoid contact with eyes.",Mild drowsiness may occur during initial use.
"Dog and cat dermatitis spray bottle (Alkin, UK, 50ml)",44487,2023-09-07,2025-05-10,2027-08-25,120,accessory,"['https://salt.tikicdn.com/ts/product/0c/df/73/251f16bd878aadd40f4ba2027e9b7064.jpg', 'https://salt.tikicdn.com/ts/product/43/ac/e9/5d27678165995dd6977f4440cc809aa1.jpg', 'https://salt.tikicdn.com/ts/product/66/83/6f/f6035dd3fdf5a2ac72dbae00a7427e80.jpg']",cate,Take 30 minutes before meals.,Mild digestive upset in some cases.
"Seasal Drop Nose Drops - Helps with Stuffy Nose, Runny Nose, Cleans Nose for Dogs and Cats",97507,2024-11-04,2025-02-09,2026-09-13,34,accessory,"['https://salt.tikicdn.com/ts/product/82/36/f7/556a326df0f3c98c8c975ef245ada2c5.png', 'https://salt.tikicdn.com/ts/product/dc/38/38/b021f9f5735d5defb161d7462cbbeb97.png', 'https://salt.tikicdn.com/ts/product/80/c3/24/30e8b3df82c2288cdab56e24d4d9f968.png']",rabbit,Spray directly onto the surface and let dry.,Mild digestive upset in some cases.
"Medicine for bathing or spraying to treat scabies, mites and lice on dogs Bayticol",-52134,2022-06-08,2025-01-30,2028-10-06,117,accessory,"['https://salt.tikicdn.com/ts/product/9e/8b/06/a2a0c4c970633326d9beb18795204378.jpg', 'https://salt.tikicdn.com/ts/product/30/b0/c6/770395e50e15c058d45313786bf306b0.jpg']",rabbit,Use up to 3 times daily if needed.,Mild digestive upset in some cases.
"Bio ProGard chewable tablets kill ticks, fleas, and scabies in dogs",-44111,2024-09-08,2025-02-15,2028-12-12,194,accessory,"['https://salt.tikicdn.com/ts/product/47/5b/2e/23e8c445dd3fd04ed7d95f747309925c.jpg', 'https://salt.tikicdn.com/ts/product/35/7d/ae/f7c0b8ab33c2f1bba2275b9dd47ffd76.jpg', 'https://salt.tikicdn.com/ts/product/0d/f7/46/fcfae62898a94be73ba1ce958e99c0ab.jpg']",dog,Massage into skin until fully absorbed.,Rare cases of mild headache have been noted.
Respicure Vemedim - Treats Respiratory Infections for Dogs and Cats,-34602,2023-10-27,2025-05-03,2028-06-27,142,accessory,"['https://salt.tikicdn.com/ts/product/19/f5/ef/1aca526889c0e29f926d40c74e0dcec8.jpg', 'https://salt.tikicdn.com/ts/product/bb/d3/0f/e5c0288139a9c2b3ecb685c3e0474468.jpg']",rabbit,Use 1 capsule daily after meals.,Temporary changes in stool consistency.
"BIO PROGARD Chewable Tablets Kill Ticks, Fleas, Mites, Demodex Dermatitis, Sarcoptes for Dogs",-67746,2022-05-28,2025-08-29,2026-11-11,16,accessory,"['https://salt.tikicdn.com/ts/product/a8/64/a1/4b489ce62d717a8387a979c0bb57c389.jpg', 'https://salt.tikicdn.com/ts/product/a1/de/29/aef649ff4490405ae63dae77394d667e.jpg', 'https://salt.tikicdn.com/ts/product/5f/f3/69/6051b36b50da147f9f8af6491d90cf57.jpg']",dog,Use 1 capsule daily after meals.,Occasional nausea in sensitive individuals.
1 box x 6 HEARTGARD tablets (new model) deworming dogs from 600gr-11.5kg,-22211,2022-07-09,2024-03-04,2027-09-28,171,accessory,"['https://salt.tikicdn.com/ts/product/81/15/d9/033d3aaff95411acd4fa15f548f78f93.jpg', 'https://salt.tikicdn.com/ts/product/a7/ea/b9/2f70df9ae4581c4229afcbbc29755f0f.jpg', 'https://salt.tikicdn.com/ts/product/95/f4/d6/d37614e0b48a59e4d6431e9978dce3de.jpg']",bird,Use up to 3 times daily if needed.,Temporary loss of appetite may occur.
"BIO PROGARD Chewable Tablets Kill Ticks, Fleas, Mites, Demodex Dermatitis, Sarcoptes for Dogs",-27499,2023-03-28,2025-08-29,2027-04-07,179,accessory,"['https://salt.tikicdn.com/ts/product/68/e2/29/68c92291482ccc739681ff579220341d.jpg', 'https://salt.tikicdn.com/ts/product/48/b1/2f/2ea9f7b32d087284a3e589bb12d83c12.jpg', 'https://salt.tikicdn.com/ts/product/c0/bf/f3/6c515c93960ca390cb7d8ace55a8334b.jpg']",rabbit,"Apply externally only, avoid contact with eyes.",May cause increased thirst.
Vemedim Cestopet - Praziquantel 50 mg - Special treatment for tapeworms in dogs and cats,-18918,2023-11-18,2024-07-30,2027-07-10,47,accessory,"['https://salt.tikicdn.com/ts/product/43/9b/1f/c3a46760994dbc399e23fef1ca37dd55.jpg', 'https://salt.tikicdn.com/ts/product/b1/02/0f/50572eb524b2bf873bef000d1d7bc59d.jpg', 'https://salt.tikicdn.com/ts/product/f8/e7/ba/24fb342b6256ee75dc7ef89523f871c0.jpg']",cate,Mix 5 ml with food once daily.,Rare cases of mild headache have been noted.
Bravecto Beef-flavored chewable tablets kill 100% of ticks in 12 hours for dogs 2-4.5kg,-22437,2024-04-07,2024-09-20,2027-01-03,117,accessory,"['https://salt.tikicdn.com/ts/product/2b/68/10/be6777bf6c07d249b0bb519ee5bbfd94.jpg', 'https://salt.tikicdn.com/ts/product/d4/1e/62/44b8378e942ad33f7e152167153f950e.jpg', 'https://salt.tikicdn.com/ts/product/a1/03/b9/669689e11d83bb1e1a43fab71bd14ea3.jpg']",bird,"Administer 2 tablets per day, morning and evening.",May cause increased thirst.
Nexgard chewable tablets to treat fleas and ticks for dogs (1 tablet),76230,2023-01-16,2024-11-09,2026-09-29,160,accessory,"['https://salt.tikicdn.com/ts/product/a8/64/a1/4b489ce62d717a8387a979c0bb57c389.jpg', 'https://salt.tikicdn.com/ts/product/a1/de/29/aef649ff4490405ae63dae77394d667e.jpg', 'https://salt.tikicdn.com/ts/product/5f/f3/69/6051b36b50da147f9f8af6491d90cf57.jpg']",dog,Use as directed by your veterinarian.,Minor skin peeling after prolonged use.
Nexgard chewable tablets to treat fleas and ticks for dogs (1 tablet),-50055,2023-04-14,2025-07-11,2028-06-13,37,accessory,"['https://salt.tikicdn.com/ts/product/5d/e0/4f/e995c084f927657aad038675677d369d.png', 'https://salt.tikicdn.com/ts/product/3f/34/e9/163dc50fa31ee922d8f0c39545b4ac42.jpg', 'https://salt.tikicdn.com/ts/product/15/e4/17/c9f6574132d79602d2ee6587aa012abd.jpg']",bird,"Apply externally only, avoid contact with eyes.",Temporary loss of appetite may occur.
"Seasal Drop Nose Drops - Helps with Stuffy Nose, Runny Nose, Cleans Nose for Dogs and Cats",137806,2024-11-23,2025-08-16,2027-12-12,115,accessory,"['https://salt.tikicdn.com/ts/product/e1/74/00/a57293250bfa590b686d90e2faecd45b.jpg', 'https://salt.tikicdn.com/ts/product/61/fd/62/740701bc4bf6b9e2d1ef7a104ad3fa70.jpg']",rabbit,Apply gently before bedtime.,Slight redness or irritation may appear.
"Five-Alben100 Oral For Pet - Worm Remover for Fighting Chickens, Oral Birds, Pets (10ml)",44021,2024-10-21,2024-09-12,2028-08-24,141,accessory,"['https://salt.tikicdn.com/ts/product/c9/00/ff/03719871b9e40653419413a040d4b315.jpg', 'https://salt.tikicdn.com/ts/product/a1/32/dc/e1969e9ec5bc9df293ede08efa77f0d0.jpg', 'https://salt.tikicdn.com/ts/product/dd/98/0d/abfd4f9d6cdf3b2c0a10131654c531c3.jpg']",bird,Spray directly onto the surface and let dry.,May cause light dizziness when used in excess.
Vime Deworm for Dogs and Cats Vemedim Tablets - Antihelminthic medicine for pets,13168,2022-09-27,2024-09-12,2028-12-12,212,accessory,"['https://salt.tikicdn.com/ts/product/dc/84/e5/0ed162150a89ee07029d41080346a727.png', 'https://salt.tikicdn.com/ts/product/11/4c/4c/15bf449b4536c8806498d39a7a50f8c5.png', 'https://salt.tikicdn.com/ts/product/4e/f7/47/991ec783d7239d131fcda07c45c5a610.png']",dog,"Apply externally only, avoid contact with eyes.",Temporary loss of appetite may occur.
[90 PILLS BOTTLE] FIVE-MULTIVIT (PLUS) - Super Vitamin and Mineral Supplement for Pets and Birds_Fivevet,-23638,2022-03-19,2024-05-13,2026-10-21,131,accessory,"['https://salt.tikicdn.com/ts/product/e4/50/a5/78bbbe5e96c681135ebf7289527149ef.jpg', 'https://salt.tikicdn.com/ts/product/fc/b6/8b/9bc6b2945c9875eefa0bf7b5c6ee85e1.jpg', 'https://salt.tikicdn.com/ts/product/5c/da/94/bac1c0c000570403d1c7aed6a527f453.jpg']",bird,"Apply externally only, avoid contact with eyes.",Mild itching at the application site.
"Nexgard - Demodex Tick, Flea, and Scabies Control Chewable Tablets for Dogs (1 Tablet)",-73915,2024-11-18,2025-01-30,2027-08-06,161,accessory,"['https://salt.tikicdn.com/ts/product/55/c6/5f/06f3c3e70f6cf8d762d9d6c8168f67d7.jpg', 'https://salt.tikicdn.com/ts/product/4b/c1/0d/d730547e6b23f618ea76efda146cdaee.jpg', 'https://salt.tikicdn.com/ts/product/75/89/c2/dc940a59d947ada8320ec2f9589b081a.jpg']",dog,"Administer 2 tablets per day, morning and evening.",Mild drowsiness may occur during initial use.
"Hantox Spray kills fleas, ticks, and scabies on dogs and cats (100ml bottle)",114192,2022-10-25,2025-08-09,2028-10-17,56,accessory,"['https://salt.tikicdn.com/ts/product/fc/40/91/6e48e85f7664c69bfa00ffb50f043158.jpg', 'https://salt.tikicdn.com/ts/product/a2/13/48/e82d5bc1711df198af0d2ed83d5f3491.png', 'https://salt.tikicdn.com/ts/product/da/81/71/94cac5656e1492bfdae3056b8582b08c.png']",dog,"Administer 2 tablets per day, morning and evening.",Mild itching at the application site.
FRONIL SPOT prevents and treats ticks and fleas on dogs (1 box x 5 ampoules),-22178,2022-05-28,2025-08-09,2027-04-10,108,accessory,"['https://salt.tikicdn.com/ts/product/5d/b8/98/c13598a8a53ab3b4362cf9ae9420a034.png', 'https://salt.tikicdn.com/ts/product/b9/20/41/4f2745484dac90b8174a920fd190f83f.png', 'https://salt.tikicdn.com/ts/product/6e/bd/7b/c8ce9c1d10d0a5f4dff5d48b6016df48.png']",bird,Spray directly onto the surface and let dry.,Temporary loss of appetite may occur.
Ear Drops to Reduce External Otitis for Dogs and Cats 10ml - Vemedim Ear drops,25619,2022-08-10,2024-07-27,2026-01-09,143,accessory,"['https://salt.tikicdn.com/media/catalog/product/3/1/31-001.u2409.d20171024.t172630.886714.jpg', 'https://salt.tikicdn.com/media/catalog/product/3/1/31-002.u2409.d20171024.t172630.939123.jpg', 'https://salt.tikicdn.com/media/catalog/product/3/1/31-003.u2409.d20171024.t172630.985032.jpg']",cate,Use regularly for best results.,Slight redness or irritation may appear.
"VF Core functional reward soup supplemented with Lysine for cats, 12g package",-36348,2024-08-08,2025-10-13,2027-06-17,178,accessory,"['https://salt.tikicdn.com/ts/product/29/bc/c7/bdb156fe4836fd8d481591bb577667c4.jpg', 'https://salt.tikicdn.com/ts/product/4b/0f/22/b4ea23726a2222f921b4022cbe9b7845.jpg', 'https://salt.tikicdn.com/ts/product/6e/83/68/c7a868c15d213a5665c516e884cd5e6b.jpg']",rabbit,"Administer 2 tablets per day, morning and evening.",Rare cases of mild headache have been noted.
"Vime Deworm deworming for dogs (Vemedim, box of 10 tablets)",87766,2023-03-10,2024-06-22,2026-09-19,204,accessory,"['https://salt.tikicdn.com/ts/product/e8/74/a5/b893d5fa0ce46f23f3e06ca22ba079a3.png', 'https://salt.tikicdn.com/ts/product/0f/eb/bb/9cb60f4ef41a37e03d5e2fbcd8a62e5d.png', 'https://salt.tikicdn.com/ts/product/6c/6a/ca/502593b3e864382f8a1208c7ce1f8b47.png']",cate,Use regularly for best results.,Mild itching at the application site.
SPREADLINE neck drops prevent ticks and fleas for Vemedim Cats,6512,2024-04-28,2025-11-29,2028-04-07,140,accessory,"['https://salt.tikicdn.com/ts/product/62/78/d8/65c6af87f3f136d84bf7db86c4729e83.jpg', 'https://salt.tikicdn.com/ts/product/15/74/2a/d9b228ea1095f6d05899488395b05b46.jpg']",rabbit,Use 1 capsule daily after meals.,Mild itching at the application site.
"ANTI DERM Topical Topical Medicine to Treat Dermatitis, Scabies, and Mites for Dogs and Cats - Net Weight 40g - Safe and Effective Under the Brand VEMEDIM – Xudapet – AD01",-84986,2022-01-02,2025-08-15,2028-01-18,110,accessory,"['https://salt.tikicdn.com/media/catalog/product/3/1/31-001.u2409.d20171024.t172630.886714.jpg', 'https://salt.tikicdn.com/media/catalog/product/3/1/31-002.u2409.d20171024.t172630.939123.jpg', 'https://salt.tikicdn.com/media/catalog/product/3/1/31-003.u2409.d20171024.t172630.985032.jpg']",dog,Use regularly for best results.,Temporary stomach discomfort has been reported.
SPREADLINE neck drops prevent ticks and fleas for Vemedim Cats,85921,2022-05-05,2024-06-22,2026-04-19,197,accessory,"['https://salt.tikicdn.com/ts/product/2b/e8/64/5ffaf98e3c4c9d8de4d38f7eb6880e41.jpg', 'https://salt.tikicdn.com/ts/product/f8/bc/3f/10d7e0453a9832f3a866d7d4a79a9bea.jpg', 'https://salt.tikicdn.com/ts/product/76/ff/1a/db99f3222ee749446659551a8daa5798.jpg']",cate,Add one scoop to drinking water daily.,Slight redness or irritation may appear.
"[40G] Five-Kill Fly I - Specialized in killing house flies, buffalo flies, green flies, fruit flies, gray flies, sewer flies, sand flies,...",45288,2023-10-27,2024-11-09,2028-06-27,53,accessory,"['https://salt.tikicdn.com/ts/product/6e/59/69/52ee109012fc52d6f3f4c01c579f0704.jpg', 'https://salt.tikicdn.com/ts/product/cb/b1/78/b4f87982d9b5d0a1f60c71ad26f8e533.jpg', 'https://salt.tikicdn.com/ts/product/4a/97/cf/924b04c952bbcae2731b52bf66cc129d.jpg']",rabbit,"Administer 2 tablets per day, morning and evening.",Minor skin peeling after prolonged use.
"Thuốc Nhỏ Tai EASOTIC Virbac Trị Viêm Tai, Nấm Tai dành cho Chó (Dexoryl mẫu mới)",-2323,2022-04-04,2025-10-11,2026-09-29,133,accessory,"['https://salt.tikicdn.com/ts/product/64/85/b4/0305360aad31100e48bc6d1c9542a563.png', 'https://salt.tikicdn.com/ts/product/73/41/3c/1e3334d5c59b530f9915a6f55052ee76.png', 'https://salt.tikicdn.com/ts/product/e4/97/57/000d3a454e669c187ac36ce3d5905e04.png']",bird,Take 30 minutes before meals.,Occasional nausea in sensitive individuals.
"Bio Scour Powder Controls Enteritis, Diarrhea, Vomiting in Dogs and Cats",91600,2024-11-18,2024-06-14,2027-03-31,112,accessory,"['https://salt.tikicdn.com/ts/product/58/ea/07/91dc3a6f7926ec98a70b0fb44a31e86f.png', 'https://salt.tikicdn.com/ts/product/2b/5f/2b/29136f50cd4394afb324f2283a0f1425.png', 'https://salt.tikicdn.com/ts/product/7c/37/11/c60b0ed55688c08dc62d57119e541e5e.png']",rabbit,Take one dose every 12 hours.,Minor skin peeling after prolonged use.
"Prevent defecation, repel dogs and cats Fay Repell-400ml",-49305,2024-05-11,2025-11-29,2028-04-23,117,accessory,"['https://salt.tikicdn.com/ts/product/0c/df/73/251f16bd878aadd40f4ba2027e9b7064.jpg', 'https://salt.tikicdn.com/ts/product/43/ac/e9/5d27678165995dd6977f4440cc809aa1.jpg', 'https://salt.tikicdn.com/ts/product/66/83/6f/f6035dd3fdf5a2ac72dbae00a7427e80.jpg']",rabbit,"Administer 2 tablets per day, morning and evening.",May cause light dizziness when used in excess.
Ear Drops to Reduce External Otitis for Dogs and Cats 10ml - Vemedim Ear drops,37537,2023-05-10,2025-05-17,2026-12-02,123,accessory,['https://salt.tikicdn.com/media/catalog/product/h/a/hantoxspray100ml.u5530.d20170804.t111820.366175.jpg'],cate,Mix 5 ml with food once daily.,Temporary changes in stool consistency.
"Dog and cat dermatitis spray bottle (Alkin, UK, 50ml)",119524,2024-11-11,2025-08-13,2027-05-24,135,accessory,"['https://salt.tikicdn.com/ts/product/5e/b8/81/ec2848dc2921791f6b987c9c0ecf3d55.png', 'https://salt.tikicdn.com/ts/product/61/4a/61/df64e5eeafcc674c53efe45807fb3d36.JPG', 'https://salt.tikicdn.com/ts/product/5b/b1/16/88d2e26d986f0481be7065c935428218.JPG']",rabbit,Use 1 capsule daily after meals.,Mild itching at the application site.
"1 NexGard Spectra tablet to treat scabies, dermatitis, worms, ticks and lice (dogs 15 - 30kg)",-109879,2024-04-07,2024-01-17,2026-01-22,144,accessory,"['https://salt.tikicdn.com/ts/product/47/5b/2e/23e8c445dd3fd04ed7d95f747309925c.jpg', 'https://salt.tikicdn.com/ts/product/35/7d/ae/f7c0b8ab33c2f1bba2275b9dd47ffd76.jpg', 'https://salt.tikicdn.com/ts/product/0d/f7/46/fcfae62898a94be73ba1ce958e99c0ab.jpg']",dog,Take twice a day with a full glass of water.,Mild itching at the application site.
BIO GENTADROP Eye Drops Solution for Dogs and Cats 10ml Bottle,-20919,2023-03-04,2024-07-22,2026-07-23,161,accessory,"['https://salt.tikicdn.com/ts/product/dc/84/e5/0ed162150a89ee07029d41080346a727.png', 'https://salt.tikicdn.com/ts/product/11/4c/4c/15bf449b4536c8806498d39a7a50f8c5.png', 'https://salt.tikicdn.com/ts/product/4e/f7/47/991ec783d7239d131fcda07c45c5a610.png']",dog,Add one scoop to drinking water daily.,Temporary stomach discomfort has been reported.
"BRAVECTO kills scabies, ticks, and fleas (dogs 10-20kg)",128375,2022-12-01,2025-01-03,2026-06-19,152,accessory,"['https://salt.tikicdn.com/ts/product/cf/a3/53/77af077f9a68201ae35f3723d8ea39ae.png', 'https://salt.tikicdn.com/ts/product/51/55/28/29c3204f4d5629b121523b46cd077ed3.png']",bird,Use up to 3 times daily if needed.,Temporary loss of appetite may occur.
Bravecto Beef-flavored chewable tablets kill 100% of ticks in 12 hours for dogs 2-4.5kg,-21078,2023-11-18,2024-07-20,2028-02-14,123,accessory,"['https://salt.tikicdn.com/ts/product/64/85/b4/0305360aad31100e48bc6d1c9542a563.png', 'https://salt.tikicdn.com/ts/product/73/41/3c/1e3334d5c59b530f9915a6f55052ee76.png', 'https://salt.tikicdn.com/ts/product/e4/97/57/000d3a454e669c187ac36ce3d5905e04.png']",bird,Use 1 capsule daily after meals.,Rare cases of mild headache have been noted.
Hanpet dewormer - Dog and cat dewormer in tablet form,-70452,2024-05-11,2024-02-24,2028-06-13,115,accessory,"['https://salt.tikicdn.com/ts/product/58/40/02/18405d257959f163038512881be7b8d4.jpg', 'https://salt.tikicdn.com/ts/product/44/24/8b/33a92f51bf8c29e4417015cb16a3c295.jpg', 'https://salt.tikicdn.com/ts/product/5b/0c/2b/b598a7bbb26b868de5092ebf28298aea.jpg']",rabbit,Use as directed by your veterinarian.,Temporary fatigue during early use.
Bio Gentadrop Dog and Cat Inflammation Eye Drops (10ml),-50655,2023-09-08,2024-05-30,2027-01-03,96,accessory,"['https://salt.tikicdn.com/ts/product/6a/7e/db/476ec18dc2ec57660b31a8e8dbad2b3f.png', 'https://salt.tikicdn.com/ts/product/4b/1f/02/9cc82f73fbbf57370b2e8ac6f8a26e4b.jpg', 'https://salt.tikicdn.com/ts/product/88/9e/75/b6eacf161d66fc7e32c08d5acb89b5ff.png']",bird,Use regularly for best results.,Temporary stomach discomfort has been reported.
"Bio ProGard chewable tablets kill ticks, fleas, and scabies in dogs",338393,2022-03-19,2024-11-09,2028-10-06,82,accessory,"['https://salt.tikicdn.com/media/catalog/product/h/a/hantox-shampoo-xanh-200m--1-.u2409.d20171011.t095807.572584.jpg', 'https://salt.tikicdn.com/media/catalog/product/h/a/hantox-shampoo-xanh-200m--2-.u2409.d20171011.t095807.613900.jpg']",rabbit,"Apply externally only, avoid contact with eyes.",Mild drowsiness may occur during initial use.
Virbac MILPRO Worm Dispenser for Dogs in Pellet Form with Delicious Meaty Taste Coating,17251,2023-07-11,2024-10-18,2026-04-27,154,accessory,"['https://salt.tikicdn.com/ts/product/21/8e/6c/0043b2fbfa22a591d4ca7c95fede136a.jpg', 'https://salt.tikicdn.com/ts/product/d2/71/e9/5740c7f00d3722b1a97d2ad649d4df14.jpg', 'https://salt.tikicdn.com/ts/product/3e/b3/cb/94aeb458902849facc835ee77cb557ab.jpg']",cate,Take 30 minutes before meals.,Rare cases of mild headache have been noted.
Bravecto Beef-flavored chewable tablets kill 100% of ticks in 12 hours for dogs 2-4.5kg,-12707,2022-10-25,2025-05-26,2027-04-07,137,accessory,"['https://salt.tikicdn.com/ts/product/48/a3/56/74d20ec17b4a193dab2314475871c755.jpg', 'https://salt.tikicdn.com/ts/product/9b/11/ef/841a7b2d6bb43ad794884131fe63b552.jpg', 'https://salt.tikicdn.com/ts/product/2f/22/51/6b2e94e4e404d7e764872531cab5719d.jpg']",dog,Spray directly onto the surface and let dry.,Minor skin peeling after prolonged use.
"Thuốc Nhỏ Tai EASOTIC Virbac Trị Viêm Tai, Nấm Tai dành cho Chó (Dexoryl mẫu mới)",35186,2024-12-02,2024-11-11,2027-11-30,119,accessory,"['https://salt.tikicdn.com/ts/product/eb/c1/17/8e9c349663243737371ea6858d00b7e5.jpg', 'https://salt.tikicdn.com/ts/product/f9/9f/42/8460ec0a787322ca49d5729171a64043.jpg', 'https://salt.tikicdn.com/ts/product/18/76/77/48289f296eb6fe9d7800aa532a4c1ea3.jpg']",cate,Use 1 capsule daily after meals.,Slight redness or irritation may appear.
"VF Core functional reward soup supplemented with Lysine for cats, 12g package",-944,2024-12-02,2024-11-11,2027-09-17,93,accessory,"['https://salt.tikicdn.com/ts/product/29/bc/c7/bdb156fe4836fd8d481591bb577667c4.jpg', 'https://salt.tikicdn.com/ts/product/4b/0f/22/b4ea23726a2222f921b4022cbe9b7845.jpg', 'https://salt.tikicdn.com/ts/product/6e/83/68/c7a868c15d213a5665c516e884cd5e6b.jpg']",dog,Use as directed by your veterinarian.,Temporary stomach discomfort has been reported.
"1 box of NexGard to treat scabies, dermatitis, and lice (dogs from 10 - 25kg, 6 chewable tablets)",-58200,2023-03-12,2025-10-11,2028-06-30,159,accessory,"['https://salt.tikicdn.com/ts/product/e4/50/a5/78bbbe5e96c681135ebf7289527149ef.jpg', 'https://salt.tikicdn.com/ts/product/fc/b6/8b/9bc6b2945c9875eefa0bf7b5c6ee85e1.jpg', 'https://salt.tikicdn.com/ts/product/5c/da/94/bac1c0c000570403d1c7aed6a527f453.jpg']",rabbit,Spray directly onto the surface and let dry.,Temporary changes in stool consistency.
Combo of 2 bottles of Bio Gentadrop dog and cat eye drops,-16512,2024-12-22,2024-12-04,2028-10-12,147,accessory,"['https://salt.tikicdn.com/ts/product/c0/ff/8c/b1b24d9700aa845858ce6a7dedc8a863.png', 'https://salt.tikicdn.com/ts/product/5f/c3/bf/01f19f4aface9783fb49870cdb4bd345.png', 'https://salt.tikicdn.com/ts/product/d1/86/96/9b0e5367c139eecf1c5ad287e814adbe.png']",cate,Use as directed by your veterinarian.,May cause slight dryness of the skin.
"Prevent defecation, repel dogs and cats Fay Repell-400ml",92255,2024-11-18,2025-02-01,2027-11-07,173,accessory,"['https://salt.tikicdn.com/ts/product/6a/7e/db/476ec18dc2ec57660b31a8e8dbad2b3f.png', 'https://salt.tikicdn.com/ts/product/4b/1f/02/9cc82f73fbbf57370b2e8ac6f8a26e4b.jpg', 'https://salt.tikicdn.com/ts/product/88/9e/75/b6eacf161d66fc7e32c08d5acb89b5ff.png']",rabbit,"Administer 2 tablets per day, morning and evening.",May cause increased thirst.
Virbac MILPRO Worm Dispenser for Dogs in Pellet Form with Delicious Meaty Taste Coating,441177,2024-12-22,2024-03-04,2028-12-12,30,accessory,"['https://salt.tikicdn.com/ts/product/3a/3c/2f/3115b6d65baaf720b6648b4931c6a649.jpg', 'https://salt.tikicdn.com/ts/product/2f/8d/2e/f17686d9a5b5c57686019e90796005a7.jpg']",rabbit,Spray directly onto the surface and let dry.,Mild drowsiness may occur during initial use.
Bravecto Beef-flavored chewable tablets kill 100% of ticks in 12 hours for dogs 2-4.5kg,-19173,2023-09-08,2025-05-29,2028-05-28,116,accessory,"['https://salt.tikicdn.com/ts/product/de/8e/3a/f83be8f98d08b60ba01c90c29090b9f9.png', 'https://salt.tikicdn.com/ts/product/78/f5/6c/a90276d252d6ca6a0607a334950da621.png', 'https://salt.tikicdn.com/ts/product/e0/48/22/bad480376d81db0d9055a6943f474983.png']",rabbit,Spray directly onto the surface and let dry.,Temporary fatigue during early use.
Bravecto Beef-flavored chewable tablets kill 100% of ticks in 12 hours for dogs 2-4.5kg,42816,2022-06-06,2025-01-03,2026-11-11,193,accessory,"['https://salt.tikicdn.com/ts/product/a9/e8/8d/a8aceca1edf7bd5fd41bd9433f2ffb89.jpg', 'https://salt.tikicdn.com/ts/product/28/28/4b/eabb284ad20020bd85c6cd144af5ffbd.jpg']",rabbit,Spray directly onto the surface and let dry.,Mild itching at the application site.
