product_name,price,manufacture_date,entry_date,expiry_date,stock,type,imgList,species,weight,nutrition_description
"GREENABC Water Turtle Reptile Food - Provides protein, calcium, lipid to help increase size, hard shell - Boxes of 50g and 230g",326147,2023-07-05,2024-01-17,2028-09-20,95,food,['https://salt.tikicdn.com/ts/product/5b/75/e3/a0b57f4a72b446552cf5e042b66a48e6.jpg'],bird,3.5,Bánh Xương Chăm Sóc Răng Dành Cho Chó Nhỏ và Chó Trưởng Thành trên 1 tuổi Pedigree-75g được nghiên cứu tại trung tâm Dinh Dưỡng Thú Nuôi Waltham và đã được chứng minh rằng sản phẩm sẽ giúp giảm đến 80...
Royal Canin Mini Puppy Dog Food (800g),244199,2022-01-07,2025-07-25,2028-07-16,72,food,"['https://salt.tikicdn.com/ts/product/72/a8/db/ad8819434c0f30b8262b2d4e8e6188d7.jpg', 'https://salt.tikicdn.com/ts/product/ff/3c/e9/6003adac8b808a41e9bce2774738e801.jpg']",cate,9.0,GREENABC - THỨC ĂN CÁ LÓC CẢNH - HÀM LƯỢNG PROTEIN > 40%GREENABC là thức ăn cao cấpdành cho CÁ LÓC CẢNH. Đặc biệt sản phẩm GREENABC được sản xuất theo phương pháp Áp dụng công nghệ PROTEIN bền vữ...
"[Set of 2] Pedigree Adult 1+ Years Adult Dog Food with Chicken Flavor, Vegetables + Grains, Vegetables 1.5kg/Bag",88129,2022-10-14,2024-02-07,2027-07-28,99,food,['https://salt.tikicdn.com/ts/product/2f/0e/49/2aa67d9e7f30058cd9d7f757962c7f72.jpg'],bird,4.5,"CÔNG DỤNG SẢN PHẨMChiết xuất Keo ong là kháng sinh tự nhiên giúp duy trì nền tảng miễn dịch khỏe mạnh, đề kháng vượt trội, kháng nấm, virus và phòng ngừa bệnh khi giao mùaTinh chất Hương thảo giúp ..."
Me-O Adult Cat Food Seafood Flavor (7kg),686420,2022-10-04,2024-05-02,2026-01-17,95,food,['https://salt.tikicdn.com/ts/product/0c/05/99/68350b4a9d0fd6ad398bfecb11723a1e.jpg'],bird,0.5,"hạt kê bóng vàng nhiều chất dinh dưỡng dành cho chim, vẹt..."
"GREENABC Koi Fish Food - Koi Fish - 40% protein content helps increase size, color, good digestion, increase resistance - Box of 950g",57106,2024-08-26,2025-05-15,2028-11-04,40,food,['https://salt.tikicdn.com/ts/product/a7/5e/4c/4cf738202f7edc56c3d99ddd292c12a9.jpg'],dog,8.0,Mô tả sản phẩm V.O.M Dog 1.4kg - Hạt thức ăn cho cún hỗ trợ trị liệu đa chức năng CHỐNG DỊ ỨNGV.O.M RX Gastrointestina Low-Fat + HypoallergenicThức ăn hạt dinh dưỡng hộ trợ trị liệu cho hệ tiêu hó...
Free trial pack - Mr.Vet cat seeds - Petour Singapore - Full topping seeds with more than 30% protein - 1 kg sealed bag,44729,2024-03-27,2024-05-07,2027-11-06,97,food,"['https://salt.tikicdn.com/ts/product/cb/9a/a4/7d5e3631fa4354c6e419b03803e69179.png', 'https://salt.tikicdn.com/ts/product/86/30/c9/6fc780b0d18e8aaba2f470a4aae0ebf8.jpg']",dog,10.0,"Thức Ăn hạt CP Classic Pets dành Cho Chó lớn gói 400gTổng hợp các thành phần dinh dưỡng như tinh bột, khoáng chất, vitamin, nướ mang lại cho chó hệ tiêu hóa khỏe mạnh.Tinh bột là nguồn năng lượng ch..."
9KG Keos Seafood cat food - Seafood flavor - Granulated cat food,60583,2023-01-12,2025-12-10,2026-02-05,86,food,['https://salt.tikicdn.com/ts/product/15/8a/b7/61b84922795eeabf7fbbb12ebafb4e68.png'],cate,10.0," Tẩy Giun Chó Mèo Hanvet Sanpet (1 Vỉ 10 Viên) - Tẩy sạch các loại sán dây, sán hạt dưa và giun tròn ký sinh ở chó, mèo và động vật ăn thịt. Sán dây: Sán hạt dưa (Echinococcus granulosus) , Dipylidi..."
Whiskas Sea Fish Flavor Cat Treats in Bags (7kg),247561,2024-03-01,2025-12-23,2028-07-31,179,food,"['https://salt.tikicdn.com/ts/product/80/c1/7c/1c3cf2eb577f2282476d08abf4949469.png', 'https://salt.tikicdn.com/ts/product/d1/ef/71/679785641a24837acdff4b63ce96e756.jpg', 'https://salt.tikicdn.com/ts/product/16/04/95/bd4d1a842f2e7daa25c4fbacebde69fc.jpg']",bird,5.0,"Khi mới sinh, nguồn dinh dưỡng của mèo con được lấy từ sữa mèo mẹ. Sữa mèo mẹ cung cấp DHA và colostrum (có chứa các yếu tố thúc đẩy tăng trưởng và kháng thể) cho mèo con phát triển khỏe mạnh. Khi mèo..."
"High-quality mixed seeds for budgies, finch, 7-color, sparrow, and Japanese",164637,2022-04-05,2025-07-09,2028-07-16,167,food,['https://salt.tikicdn.com/ts/product/4f/e8/18/92a469550f9dbaa77a4f6a881239a807.jpg'],bird,1.0, THỨC ĂN CHO MÈO HELLO CAT SALMON 5KG   Quy cách đóng gói: Bao xá 5kgDành cho mèo trên 12 tháng tuổi  Thành phần dinh dưỡng:- Protein thô: 30.0% (tối thiểu);- Chất béo thô: 9.0% (tối thiểu);- ...
Catsrang Korean cat food,254883,2024-02-11,2024-02-14,2027-02-03,112,food,['https://salt.tikicdn.com/ts/product/41/41/c4/5329d5786a6e35ae7439218fc0f4dc46.jpg'],rabbit,0.5,Hạt Bo Bo Trắng Viettin Mart 500GTHÔNG TIN SẢN PHẨMTên sản phẩm: 500g Hạt bo bo trắng - Viettin martThành Phần:hạt bo boThương hiệu: ViettinMartKhối lượng tịnh / Thể tích thực: 500gQuy cách đóng...
Dog food to support bones and joints - DR.HEALMEDIX MOBILITY 1.5KG,47727,2023-12-09,2025-05-09,2028-12-29,114,food,['https://salt.tikicdn.com/ts/product/0a/ee/42/ed0527f8d06fbbcf8f4992cd63a029d3.png'],dog,10.0,"Thức Ăn Hạt Catsrang Cho Mèo Mọi Lứa Tuổi - 400 gram là một trong những sản phẩm ưu chuộng trên thị trường thức ăn dành cho thúcưng tại Việt Nam. Thiết kế hộp tiện lợi, sạch sẽ, dễ sử dụng catsran..."
DRY CAT FOOD FOR ALL AGES - WONDER CAT 1KG,-34867,2023-08-12,2024-05-07,2027-02-03,141,food,"['https://salt.tikicdn.com/ts/product/57/cf/a7/741377c74305c7be850eeec8f4dc5500.png', 'https://salt.tikicdn.com/ts/product/cd/21/1e/be32365717c0458a749c009267da53cf.jpg', 'https://salt.tikicdn.com/ts/product/e6/6a/bd/dd2c82b428adb280aa3925c9ab8afcf2.jpg']",cate,7.5,Bánh Xương Chăm Sóc Răng Dành Cho Chó Trung Pedigree (98g) là dòng sản phẩm quen thuộc mà các cô cậu chủ thường sử dụng để chăm sóc cho hàm răng cún cưng của mình. Sản phẩm được nghiên cứu tại trung t...
"GREENABC Hamster Food - Supplementing Protein - Calcium - Lipid to help Hamsters eat well, reduce stress, make them smooth, increase resistance - Boxes of 10g and 480g",223241,2022-04-05,2024-02-05,2028-06-22,139,food,"['https://salt.tikicdn.com/ts/product/53/db/07/0f7b0c553411df38708f53d5f4b82fa4.png', 'https://salt.tikicdn.com/ts/product/a9/49/95/37d41c371b045b07ee1d3d3b0052e366.jpg', 'https://salt.tikicdn.com/ts/product/c5/fd/18/0a3c71c7a4d3cd1be5a1afb318ae350a.jpg']",cate,1.0,"ROYAL CANIN X - SMALL PUPPYDành riêng cho chó siêu nhỏ có kích cỡ dưới 4 kg, ở độ tuổi từ 2 - 10 thángLợi íchĐược sản xuất với công thức độc quyền các dưỡng chất cần thiết giúp hỗ trợ sức khỏe hệ..."
Pigeon cereal (full of nutrients),163921,2022-08-11,2025-03-24,2028-12-29,94,food,"['https://salt.tikicdn.com/ts/product/95/b9/29/3fb92ea3f7959298f458ea832fb87168.jpg', 'https://salt.tikicdn.com/ts/product/8c/96/76/166ea6cff51d1601b26abaeb525ee2c5.jpg', 'https://salt.tikicdn.com/ts/product/80/7c/84/98b9fc29b0e8100db85016fd50ffa950.jpg']",cate,6.0,"Gói Thức Ăn Ướt Whiskas Cho Mèo Trưởng Thành Từ 1 Tuổi Mèo từ 1-6 tuổi cần có nhiều thời gian vui chơi và chế độ ăn uống cân bằng để luôn giữ được vóc dáng cân đối, khỏe mạnh. Mèo là loài ăn thịt tron..."
Petour's dried chicken and dried salmon snacks for cats - Bite Of Wild - Snack food for dogs and cats from 1 month old,162281,2024-12-29,2024-07-30,2028-06-22,158,food,"['https://salt.tikicdn.com/ts/product/53/db/07/0f7b0c553411df38708f53d5f4b82fa4.png', 'https://salt.tikicdn.com/ts/product/a9/49/95/37d41c371b045b07ee1d3d3b0052e366.jpg', 'https://salt.tikicdn.com/ts/product/c5/fd/18/0a3c71c7a4d3cd1be5a1afb318ae350a.jpg']",cate,8.5,Hạt trộn cao cấp dành cho yến phụng...
Royal Canin Hairball Care Cat Food 2kg,-1332,2022-06-19,2024-10-02,2027-01-31,129,food,['https://salt.tikicdn.com/ts/product/1d/ad/18/1064bd3d375112ba293f331327f6ea1c.jpg'],cate,9.0,Đồ Ăn Cho Chó Vị Thịt Bò Và Các Loại Rau Củ Pedigree Dạng Túi 500g được chế biến từ các loại rau củ quả nhiều chất dinh dưỡng cùng với vị thịt bò thơm ngon sẽ đem lại sự thích thú cho chó cưng nhà bạn...
"ORGO Bones, Teeth Clean and Delicious Chewing Bones for Dogs, 90g Package",-8827,2022-05-12,2025-09-22,2026-05-12,77,food,"['https://salt.tikicdn.com/media/catalog/product/1/_/1.u2409.d20171011.t105638.533693.jpg', 'https://salt.tikicdn.com/media/catalog/product/h/a/hanvet-sanpest--1-.u2409.d20171011.t105638.569679.jpg']",rabbit,2.5,"Thức Ăn Cho Chó Royal Canin Mini Puppy (800g) là sản phẩm dành cho thú cưng của bạn, chứa nhiều chất dinh dưỡng giúp cơ thể chuyển hóa nhanh chất dinh dưỡng đi nuôi cơ thể sẽ là một sản phẩm hữu ích ..."
SmartHeart Power Pack Adult Dog Food (3Kg),43006,2022-08-11,2025-02-06,2026-09-06,189,food,"['https://salt.tikicdn.com/ts/product/8b/1a/da/ed4efb0ef9f9a464e6c2af7b3acc31a3.jpg', 'https://salt.tikicdn.com/ts/product/b3/4c/21/6d3740d353600c466d8ec37de2a9ad6b.jpg', 'https://salt.tikicdn.com/ts/product/6c/c1/07/a84420f9847b4ec7dd0aaff98acd7131.jpg']",cate,8.5,"GREENABC - THỨC ĂN HAMSTER - LÔNG MƯỢT, GIẢM CĂNG THẲNG, TĂNG ĐỀ KHÁNGGREENABC là thức ăn cao cấp dành cho HAMSTER. Đặc biệt sản phẩm GREENABC được sản xuất theo phương pháp Áp dụng công nghệ PROTEI..."
Nutritional Gel to Smooth Skin and Reduce Itching for Dogs and Cats Virbac Megaderm Pack 4ml,197156,2023-01-16,2025-03-26,2026-02-04,111,food,"['https://salt.tikicdn.com/ts/product/7e/95/f9/17a8859e383af1c0b40c37e2e20bcbf5.png', 'https://salt.tikicdn.com/ts/product/e3/df/4f/177c2ddff0dc67130d9f0aa9156cb568.jpg', 'https://salt.tikicdn.com/ts/product/41/db/91/81105d0b9202a3ef8d930e14cd5cf532.jpg']",dog,5.0,Hình dáng hạtKết cấu hình tam giác thúc đẩy việc nhai của mèo để giúp làm giảm sự hình thành mảng bám trên răng.Hiệu quả của ROYAL CANIN Intense Hairball sẽ được chứng minh sau 14 ngày sử dụng thườ...
Catsrang Korean cat food,165781,2022-05-12,2025-05-05,2026-12-22,94,food,"['https://salt.tikicdn.com/ts/product/6f/73/7e/cc4d3b8809bf7f2114ba17182b536667.png', 'https://salt.tikicdn.com/ts/product/96/09/ba/e17d9cd3dd76811a44e20ec1348ed033.jpg', 'https://salt.tikicdn.com/ts/product/17/28/55/86a51c5006d0401137a75cdbbc283ed5.jpg']",rabbit,7.0,"Thức Ăn Hạt Catsrang Cho Mèo Mọi Lứa Tuổi - 5Kg là một trong những sản phẩm ưa chuộng trên thị trường thức ăn dành cho thúcưng tại Việt Nam. Thiết kế bao bì tiện lợi, sạch sẽ, dễ sử dụng Catsrang đang..."
Royal Canin Xsmall Puppy dog ​​food 1.5kg,93040,2022-11-19,2025-02-26,2028-10-20,207,food,"['https://salt.tikicdn.com/ts/product/90/85/73/a101a96afebb1afe2ae5e94cf33bf4d0.png', 'https://salt.tikicdn.com/ts/product/d6/57/a4/38c7878b4def0db4df19fbc38b53994a.jpg', 'https://salt.tikicdn.com/ts/product/86/e7/fd/306077c743e5cc925b22b36998cf6bce.jpg']",cate,3.0,Bánh Xương Chăm Sóc Răng Dành Cho Chó Nhỏ và Chó Trưởng Thành trên 1 tuổi Pedigree-75g được nghiên cứu tại trung tâm Dinh Dưỡng Thú Nuôi Waltham và đã được chứng minh rằng sản phẩm sẽ giúp giảm đến 80...
"GREENABC Hamster Food - Supplementing Protein - Calcium - Lipid to help Hamsters eat well, reduce stress, make them smooth, increase resistance - Boxes of 10g and 480g",242936,2023-08-16,2024-09-26,2027-06-06,83,food,['https://salt.tikicdn.com/ts/product/34/8c/9c/b2e5abf0fc1c8e38f88ed1a19b090bc8.jpg'],cate,7.5,"kê đỏ to dùng làm thức ăn đầy đủ dinh dưỡng cho chim , vẹt..."
SmartHeart Power Pack Adult Dog Food (3Kg),8664,2023-08-16,2025-10-02,2026-04-19,213,food,"['https://salt.tikicdn.com/ts/product/b4/18/b9/9b59139b558f76005c51907018d5a62f.jpg', 'https://salt.tikicdn.com/ts/product/2b/f8/4e/7b57079adb227651863f698ec509f704.jpg']",dog,7.0,"hạt kê bóng vàng nhiều chất dinh dưỡng dành cho chim, vẹt..."
Catnip Wall Sticker helps clean teeth and reduce stress for cats - YonaPetshop,59512,2023-09-05,2025-07-20,2027-01-19,140,food,['https://salt.tikicdn.com/ts/product/8e/d1/f1/275f6b74ba66379ee461f92745401526.png'],bird,10.0,WHISKAS Thức ăn dạng hạt cho mèo con từ 2-12 tháng tuổi• Công thức dinh dưỡng cân bằng: Thức ăn cho mèo con WHISKAS được chế biến một cách chuyên nghiệp để cung cấp một bữa ăn toàn diện và cân bằng 1...
Whiskas Junior Kitten Food 2-12 MonthsSea Fish Flavor 450g/Bag,87648,2024-08-10,2024-12-30,2026-11-04,81,food,['https://salt.tikicdn.com/ts/product/51/d1/c8/9940b708123e3a1d2f625f0b7c7f384e.jpg'],bird,9.0,"Giới thiệuCatsrang là nhãn hiệu thức ăn khô cho mèo đến từ Hàn Quốc, được chế biến từ các nguyên liệu đảm bảo cung cấp dinh dưỡng cho bé mèo của bạn.Thành phần chínhThịt gà xay nhỏ, cá xay nhỏ, gạo..."
Pedigree Tooth Care Bones for Small Dogs - 56g,112063,2023-08-12,2024-12-31,2028-10-20,177,food,['https://salt.tikicdn.com/ts/product/19/aa/09/e4583860849fdd939ea614e79006a739.png'],dog,6.0,"- Thức ăn hạt cho chó Smartheart có thành phần dinh dưỡng cân bằng và đầy đủ để mang lại một sức khỏe và tình trạng tốt cho cún cưng.- Hạt khô cho chó Smartheart có thành phần dinh dưỡng tốt, được bổ..."
Pedigree Dentastix Small Dogs Dental Care 75g For Small Dogs and Adult Dogs over 1 year old,86043,2023-12-17,2024-06-17,2027-12-31,214,food,"['https://salt.tikicdn.com/ts/product/72/a8/db/ad8819434c0f30b8262b2d4e8e6188d7.jpg', 'https://salt.tikicdn.com/ts/product/ff/3c/e9/6003adac8b808a41e9bce2774738e801.jpg']",rabbit,5.0,"GREENABC - THỨC ĂN HAMSTER - LÔNG MƯỢT, GIẢM CĂNG THẲNG, TĂNG ĐỀ KHÁNGGREENABC là thức ăn cao cấp dành cho HAMSTER. Đặc biệt sản phẩm GREENABC được sản xuất theo phương pháp Áp dụng công nghệ PROTEI..."
Pedigree Dentastix Small Dogs Dental Care 75g For Small Dogs and Adult Dogs over 1 year old,-43055,2022-12-09,2024-02-14,2027-12-26,150,food,['https://salt.tikicdn.com/ts/product/c4/71/0f/72b5b9fb6c4e635556cb06810bb22e95.jpg'],dog,7.5,Đồ Ăn Cho Mèo Lớn Whiskas Vị Cá Ngừ Túi 480g dành cho mèo được chế biến từ các chất dinh dưỡng tối ưu và được các chuyên gia vật nuôi trên khắp thế giới công nhận là sản phẩm dinh dưỡng tốt nhất và kh...
"Small aquarium fish food: Neon, Sail, Molly, 7 colors, 3 tails, Guppy, Betta, Goldfish - Rich in Protein, Calcium, Lipid - 40g box",199044,2023-01-16,2024-07-07,2028-05-29,101,food,['https://salt.tikicdn.com/ts/product/34/8c/9c/b2e5abf0fc1c8e38f88ed1a19b090bc8.jpg'],dog,7.5,  Mèo nuôi trong nhà phải đối mặt với nhiều vấn đề về cân nặng và chứng nghẹn lông. Chế độ ăn của sản phẩm Nutrience Original Healthy Adult Indoor - Thức Ăn Cho Mèo Lông Dài sẽ thúc đẩy:   - Cơ bắp ...
[Combo of 12 Packs] WHISKAS 1+ years Cat Food Tuna Flavor 80g/Pack,238816,2023-02-24,2025-03-03,2026-05-12,127,food,['https://salt.tikicdn.com/ts/product/6e/d3/b7/982c0b38162bac55aa8217270b871ea6.jpg'],dog,3.5,Đồ Ăn Cho Chó Vị Thịt Bò Và Các Loại Rau Củ Pedigree Dạng Bao (10kg)  được chế biến từ các loại rau củ quả nhiều chất dinh dưỡng cùng với vị thịt bò thơm ngon sẽ đem lại sự thích thú cho chó cưng nhà...
COMBO OF 100 DELICIOUS BEEF SAUSAGES FOR DOGS AND CATS (15g x 100),1908,2022-06-19,2024-09-21,2027-03-15,152,food,"['https://salt.tikicdn.com/ts/product/b1/d4/15/fb35e0c7cd6c7296e7cf8e402acc6ef5.jpg', 'https://salt.tikicdn.com/ts/product/ed/96/16/5ede54ca5f98e2e99fc3db0308722c1c.jpg']",cate,4.0,"Thức Ăn Cho Chó Vị Thịt Bò Và Các Loại Rau Củ Pedigree Dạng Túi 1.5kg chứa nhiều chất dinh dưỡng như chất béo, vitamin… cùng sự thơm ngon của vị bò, sản phẩm chắc chắn sẽ khiến những chú chó cưng của ..."
Cowhide Calcium Bones for Dogs to Chew on Clean Teeth Helps Strengthen Teeth Dog Chews,-66002,2022-03-08,2024-09-16,2026-10-09,67,food,"['https://salt.tikicdn.com/ts/product/44/23/87/6f664076face56ffe68921cabed68532.jpg', 'https://salt.tikicdn.com/ts/product/69/6c/31/5996e96777d57cfbc956e7a1fa58de2f.jpg', 'https://salt.tikicdn.com/ts/product/13/de/3d/585da97218a2b24a84570445600290c8.jpg']",cate,5.0,"kê vàng (bóng vàng ) dùng làm thức ăn đầy đủ dinh dưỡng cho chim , vẹt..."
(CHEAP PRICE) NEEKA PATE FOR CATS 85G CAN,163926,2022-08-11,2025-10-02,2028-09-20,156,food,['https://salt.tikicdn.com/ts/product/86/a8/c1/30a1d5c4e723ec23c86c1f9b5feeafd4.jpg'],cate,1.5,"Lượng calo: 3,500 kcal/kgHiệu năng đặc biệt:Phục hồi sau phẫu thuật khớp xươngHỗ trợ suy giảm chức năng khớp do béo phìKhông được khuyến khích dùng cho chó con, chó đang mang thai và cho con búNên sử ..."
Catsrang Korean cat food,189559,2022-11-19,2025-09-10,2027-11-06,204,food,"['https://salt.tikicdn.com/ts/product/60/77/4f/fce59b124689a9c14eed633b03435125.jpg', 'https://salt.tikicdn.com/ts/product/c3/3c/0c/0db354fe6d9863f4593aa5ec7cb77f4b.jpg', 'https://salt.tikicdn.com/ts/product/1d/b2/04/664b05ec5f9422be6aac64e9a60d820c.jpg']",dog,5.5,Thức ăn cho mèo mọi lứa tuổi - KEOS Seafood 1.5 Kg Hương vị: Hải sản +xứ: Việt Nam Hạn sử dụng: 1 năm kể từ ngày sản xuất Ngày sản xuất: in trên bao bì. +Công dụng: Thị lực tốt &am...
"[Set of 2] Pedigree Adult 1+ Years Adult Dog Food with Chicken Flavor, Vegetables + Grains, Vegetables 1.5kg/Bag",-56063,2023-05-30,2024-03-24,2027-12-31,137,food,"['https://salt.tikicdn.com/ts/product/a6/f2/ae/996cc0de7228de9510c90dd857193c76.jpg', 'https://salt.tikicdn.com/ts/product/8a/26/43/7dc07d94ff32435c6e9d48fb55903792.jpg']",rabbit,7.0,THỨC ĂN CHO CHÓ Ganador adult Dạng hạt Vị gà nướng Túi 400g Thương hiệu từ PhápDành cho tất cả các giống Chó trưởng thành từ 12 tháng tuổi trở lênGanador là nhãn hiệu thức ăn cho chó cưng được sản x...
1kg bag - Catsrang cat food made in Korea and delicious,417657,2022-09-21,2025-11-12,2026-09-22,148,food,['https://salt.tikicdn.com/ts/product/86/cf/57/ae0f461190cf6910494a4a92f8fb0777.png'],dog,3.5,"ROYAL CANIN URINARY S/O HỖ TRỢ MÈO MẮC BỆNH SỎI THẬN ĐẶC TÍNH NỔI BẬTLàm tan sỏi trong nước tiểu hiệu quả, đồng thời ngăn ngừa sự phát triển của vi khuẩn thường là nguyên nhân của sỏi.Tạo môi trư..."
"tylenro hen, cough, chicken and duck spit, 10gram package",191329,2024-03-01,2024-02-04,2027-01-31,155,food,"['https://salt.tikicdn.com/ts/product/cb/9a/a4/7d5e3631fa4354c6e419b03803e69179.png', 'https://salt.tikicdn.com/ts/product/86/30/c9/6fc780b0d18e8aaba2f470a4aae0ebf8.jpg']",cate,8.5,"Thức Ăn Cho Chó Trưởng Thành Pedigree Adult 1+ Years Vị Gà, Rau Củ 1.5kg/Túi kích thích vị giác cùng các loại rau củ cung cấp đầy đủ chất dinh dưỡng sẽ là một sản phẩm cần thiết cho sự phát triển của ..."
ZUPREEM SEEDS (USA) ARE RICH IN NUTRITION FOR BIRDS AND PARATS,-71457,2024-06-22,2024-05-02,2027-07-27,94,food,['https://salt.tikicdn.com/ts/product/0a/ee/42/ed0527f8d06fbbcf8f4992cd63a029d3.png'],rabbit,2.5,"Đồ Ăn Chó Trưởng Thành SmartHeart Power Pack (3Kg) chứa đầy đủ dưỡng chất, giàu năng lượng cho các chú chó thường xuyên vận động.Giàu nguồn đạm chất lượng hỗ trợ phát triển hệ thống co bắp.L-Carnit..."
Golden millet seeds are rich in nutrients for birds and parrots,-95274,2022-10-16,2024-11-03,2027-01-12,169,food,"['https://salt.tikicdn.com/ts/product/8c/6f/09/78a39ec95f5c3715fcf3575c77ec0cbc.png', 'https://salt.tikicdn.com/ts/product/09/8e/46/77e0897971dd47dda0562ba676a4b63f.jpg', 'https://salt.tikicdn.com/ts/product/52/c9/16/7f768a099531daf4ae04471da18065fd.png']",dog,1.0,"Đồ Ăn Cho Mèo Vị Cá Biển Whiskas Dạng Bao (7kg)  được lựa chọn từ những thành phần thịt, cá tươi để chế biến, sảm phẩm giàu protein, các vitamin và khoáng chất thiết yếu đồng thời không có chất bảo q..."
"Purina ProPlan Cat Granules, Food for Kittens & Adult Cats, picky cats, sterilized cats, kidney and urinary support",58284,2022-08-11,2024-06-30,2026-03-07,128,food,"['https://salt.tikicdn.com/ts/product/cb/fb/91/a121d3cac34f0da788b8d55246560567.jpg', 'https://salt.tikicdn.com/ts/product/9c/45/81/edb7c17510bb35d6bbb375a284d231f9.jpg', 'https://salt.tikicdn.com/ts/product/ff/c6/12/886616c54e45b83343d353b8325773ff.jpg']",dog,10.0,GREENABC - THỨC ĂN CÁ LÓC CẢNH - HÀM LƯỢNG PROTEIN > 40%GREENABC là thức ăn cao cấpdành cho CÁ LÓC CẢNH. Đặc biệt sản phẩm GREENABC được sản xuất theo phương pháp Áp dụng công nghệ PROTEIN bền vữ...
Whiskas Big Cat Food Sea Fish Flavor 480g Bag,208145,2024-11-14,2025-11-23,2027-09-11,144,food,"['https://salt.tikicdn.com/ts/product/80/7d/72/a5a65d259232e0b41148e20ed1858e99.png', 'https://salt.tikicdn.com/ts/product/5b/49/b2/8e538901543392c51de6ff0cc501e4a2.jpg']",cate,8.5,"Gói Thức Ăn Ướt Whiskas Cho Mèo Trưởng Thành Từ 1 Tuổi Mèo từ 1-6 tuổi cần có nhiều thời gian vui chơi và chế độ ăn uống cân bằng để luôn giữ được vóc dáng cân đối, khỏe mạnh. Mèo là loài ăn thịt tron..."
9KG Keos Seafood cat food - Seafood flavor - Granulated cat food,95852,2024-11-14,2024-07-07,2026-09-06,188,food,"['https://salt.tikicdn.com/ts/product/5b/29/88/a75c48e379840ddd906c0382029c8092.jpg', 'https://salt.tikicdn.com/ts/product/2b/34/18/e2275289c3a006cc7aa760039becfa05.jpg', 'https://salt.tikicdn.com/ts/product/c9/11/46/8db60b934bf9417aa217e4a8665233b4.jpg']",cate,2.0,"Hạt trộn kèm hạt trái cây nhỏ dành cho các dòng vẹt cockateil, LoveBird, Green check, ngực hồng..."
Pedigree Tooth Care Bones for Small Dogs - 56g,233515,2022-04-05,2025-02-26,2026-03-16,235,food,"['https://salt.tikicdn.com/ts/product/a6/12/9e/ba554a134370f63d307bcfbd8bfac825.png', 'https://salt.tikicdn.com/ts/product/3d/4f/b8/806af328f090928ed94a46d1d68f0f71.jpg', 'https://salt.tikicdn.com/ts/product/6c/f1/c0/9d47278634e38dc8cd30b87a994b8895.jpg']",bird,4.0,"Hạt kê trộn nhiều chất dinh dưỡng cho chim nhỏ, vẹt, yến phụng..."
"[Combo of 12 Packs] WHISKAS 1+ years Cat Food Tuna, Chicken Flavor 80g/Pack",121620,2023-07-27,2025-10-29,2028-06-30,54,food,"['https://salt.tikicdn.com/ts/product/e3/2f/31/28c2240411d280255eac5e0ed2b27f36.jpg', 'https://salt.tikicdn.com/ts/product/70/e6/94/ea6bdb972d709438d0cc6489677639d4.jpg', 'https://salt.tikicdn.com/ts/product/13/f5/88/354bfec915eb7c3d9b80d7cd161523e4.jpg']",bird,2.0,"Thức Ăn Cho Mèo Royal Canin Indoor 27 (1kg Chia) được chế biến có hương vị thơm ngon, mang lại nguồn dinh dưỡng và khoáng chất dồi dào cần thiết cho thú cưng.Hàm lượng dinh dưỡng cân đối giúp thú cư..."
Pedigree Beef and Vegetable Flavor Dog Treats in Bags (10kg),188010,2023-02-24,2024-06-17,2028-06-26,68,food,"['https://salt.tikicdn.com/ts/product/d2/ac/1d/d8f42ca0e7e3db494dfdb7376ffa7d05.png', 'https://salt.tikicdn.com/ts/product/2a/eb/30/ab457c1ec71633d77c626c83ad7dd58f.png', 'https://salt.tikicdn.com/ts/product/9f/a9/6d/987624a0678b7324cf87b93d657fcada.jpg']",cate,8.5,"hạt kê bóng vàng nhiều chất dinh dưỡng dành cho chim, vẹt..."
Whiskas Adult 1+ Years Cat Food Tuna Flavor 3kg/Bag,142077,2023-03-16,2025-06-23,2027-04-13,120,food,['https://salt.tikicdn.com/ts/product/86/cf/57/ae0f461190cf6910494a4a92f8fb0777.png'],dog,2.5,"Đồ Ăn Cho Mèo Con Whiskas Vị Cá Biển Và Sữa Dạng Túi 1.1 kg dành cho mèo con, mèo con sơ sinh từ 1-12 tháng, mèo mẹ mang thai, cho con bú. Sản phẩm là điểm khởi đầu cơ sở của một cuộc sống khỏe mạnh v..."
Pedigree dog food beef & vegetable flavor 3kg bag,48529,2023-05-03,2024-10-06,2028-06-26,144,food,['https://salt.tikicdn.com/ts/product/41/41/c4/5329d5786a6e35ae7439218fc0f4dc46.jpg'],bird,6.0,"Thức Ăn Cho Chó Vị Thịt Bò Và Các Loại Rau Củ Pedigree Dạng Túi 1.5kg chứa nhiều chất dinh dưỡng như chất béo, vitamin… cùng sự thơm ngon của vị bò, sản phẩm chắc chắn sẽ khiến những chú chó cưng của ..."
